class_of_price,host_response_rate,host_is_superhost,is_center,neighbourhood_cleansed,number_of_reviews,review_scores_rating,long_term_stays_allowed,washer,dishes_and_silverware,kitchen,cooking_basics,hair_dryer,tv,hangers,essentials,hot_water,bed_linens,heating,iron,dedicated_workspace,shampoo,wifi,air_conditioning,elevator,microwave,stove,coffee_maker,dishwasher,oven,refrigerator
medium,usually_responds,False,True,loreto,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True
medium,always_responds,False,True,sarpi,no_reviews,top_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False
expensive,always_responds,False,True,pagano,no_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
expensive,usually_responds,False,False,vigentina,some_reviews,top_rating,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False
medium,always_responds,False,False,niguarda_granda,no_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False
medium,always_responds,False,True,duomo,some_reviews,top_rating,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,washington,no_reviews,good_rating,False,False,False,True,False,True,True,False,True,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False
medium,always_responds,False,True,tortona,some_reviews,low_rating,True,True,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,False,True,True,True
medium,often_responds,False,True,buenos_aires,some_reviews,low_rating,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True
medium,usually_responds,True,True,parco_sempione,some_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
medium,always_responds,False,True,ticinese,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,False,False,False,False
medium,always_responds,False,False,magenta_vittore,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True
medium,usually_responds,True,True,garibaldi_repubblica,some_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True
medium,always_responds,False,False,stadera,no_reviews,good_rating,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False
medium,always_responds,True,True,washington,some_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
affordable,always_responds,True,True,farini,some_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True
medium,often_responds,False,True,duomo,some_reviews,low_rating,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True
medium,often_responds,False,False,umbria,some_reviews,low_rating,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False
medium,always_responds,False,False,cantalupa,some_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,False,True
top_level,always_responds,False,True,guastalla,no_reviews,good_rating,False,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False
medium,always_responds,True,False,s_siro,no_reviews,good_rating,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True
medium,always_responds,False,False,affori,some_reviews,top_rating,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True
affordable,always_responds,True,False,s_siro,lot_of_reviews,nice_rating,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,False,True
medium,often_responds,False,False,citta_studi,some_reviews,low_rating,True,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True
medium,always_responds,False,False,corsica,no_reviews,good_rating,True,True,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,loreto,some_reviews,top_rating,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True
expensive,always_responds,False,True,sarpi,no_reviews,good_rating,True,True,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False
medium,usually_responds,False,True,brera,some_reviews,low_rating,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,True,True
medium,usually_responds,False,True,navigli,no_reviews,good_rating,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,False
affordable,always_responds,False,False,ripamonti,some_reviews,nice_rating,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True
expensive,always_responds,True,True,brera,some_reviews,nice_rating,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
medium,always_responds,True,True,duomo,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,True
medium,usually_responds,False,True,isola,no_reviews,good_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,True
medium,usually_responds,False,False,lambrate,no_reviews,top_rating,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
medium,usually_responds,False,False,magenta_vittore,no_reviews,good_rating,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True
medium,always_responds,False,True,buenos_aires,no_reviews,good_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True
medium,usually_responds,False,False,lambrate,some_reviews,nice_rating,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,False,False
medium,always_responds,False,True,isola,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
medium,always_responds,False,True,duomo,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
medium,always_responds,True,True,tortona,some_reviews,nice_rating,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,True
medium,always_responds,False,False,dergano,few_reviews,top_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True
medium,always_responds,False,False,selinunte,no_reviews,good_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True
medium,always_responds,True,False,vigentina,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True
medium,always_responds,True,True,buenos_aires,some_reviews,top_rating,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,False
medium,always_responds,False,False,tibaldi,no_reviews,good_rating,True,True,False,True,False,False,True,True,True,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False
medium,usually_responds,False,True,buenos_aires,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False
medium,often_responds,False,True,sarpi,few_reviews,top_rating,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True
medium,usually_responds,False,True,loreto,no_reviews,top_rating,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True
expensive,always_responds,True,True,ghisolfa,some_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True
medium,usually_responds,False,False,magenta_vittore,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,False,True,False,False,False,True
affordable,always_responds,False,True,garibaldi_repubblica,few_reviews,top_rating,True,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False
expensive,always_responds,False,True,ticinese,lot_of_reviews,low_rating,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
medium,often_responds,False,True,tortona,no_reviews,low_rating,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,True,True
